Complexity,Loss,Equation
1,0.0766461,"0.6756492"
3,0.030855643,"(sum_g ^ -0.16961801)"
5,0.030511998,"((sum_g * 0.8755975) ^ -0.17991783)"
7,0.0020879384,"((1.0509504 ^ sum_g) + (sum_g * -0.09937023))"
8,0.0019508748,"(exp(sum_g * 0.04989746) - (sum_g * 0.099788986))"
10,0.0019236734,"(exp(sum_g * 0.049822025) - ((sum_g - -0.00715171) * 0.09958017))"
12,0.0019171957,"(exp(sum_g * 0.04979672) - (((sum_g - -0.0055004824) * 0.09956092) ^ 0.9993275))"
